REF_DATE,GEO,DGUID,Residence on or off reserve (3),Household type including census family structure (9),Statistics (3C),Shelter-cost-to-income ratio (5),Coordinate,Tenure including presence of mortgage payments and subsidized housing (8):Total - Tenure including presence of mortgage payments and subsidized housing[1],Symbol,Tenure including presence of mortgage payments and subsidized housing (8):Owner[2],Symbol,Tenure including presence of mortgage payments and subsidized housing (8):With mortgage[3],Symbol,Tenure including presence of mortgage payments and subsidized housing (8):Without mortgage[4],Symbol,Tenure including presence of mortgage payments and subsidized housing (8):Renter[5],Symbol,Tenure including presence of mortgage payments and subsidized housing (8):Subsidized housing[6],Symbol,Tenure including presence of mortgage payments and subsidized housing (8):Not subsidized housing[7],Symbol,"Tenure including presence of mortgage payments and subsidized housing (8):Dwelling provided by the local government, First Nation or Indian band[8]",Symbol
2021,Clarington,2021A00053518017,Total - Residence on or off reserve,One-census-family household without additional persons: one-parent family,Number of private households,Spending 30% or more of income on shelter costs,2369.1.7.1.3,1120,,695,,660,,35,,420,,0,,405,,0,
2021,Clarington,2021A00053518017,Total - Residence on or off reserve,One-census-family household without additional persons: one-parent family,Number of private households,30% to less than 100%,2369.1.7.1.4,1075,,665,,630,,35,,410,,0,,395,,0,
2021,Clarington,2021A00053518017,Total - Residence on or off reserve,One-census-family household without additional persons: one-parent family,Number of private households,Not applicable,2369.1.7.1.5,0,,0,,0,,0,,0,,0,,0,,0,
2021,Clarington,2021A00053518017,Total - Residence on or off reserve,One-census-family household without additional persons: one-parent family,Confidence interval lower bound of number of private households,Total - Shelter-cost-to-income ratio,2369.1.7.2.1,3160,,2301,,1687,,534,,758,,62,,688,,0,...
2021,Clarington,2021A00053518017,Total - Residence on or off reserve,One-census-family household without additional persons: one-parent family,Confidence interval lower bound of number of private households,Spending less than 30% of income on shelter costs,2369.1.7.2.2,2031,,1626,,1062,,499,,359,,43,,313,,0,...
2021,Clarington,2021A00053518017,Total - Residence on or off reserve,One-census-family household without additional persons: one-parent family,Confidence interval lower bound of number of private households,Spending 30% or more of income on shelter costs,2369.1.7.2.3,1023,,609,,566,,20,,355,,0,...,340,,0,...
2021,Clarington,2021A00053518017,Total - Residence on or off reserve,One-census-family household without additional persons: one-parent family,Confidence interval lower bound of number of private households,30% to less than 100%,2369.1.7.2.4,978,,579,,554,,20,,336,,0,...,330,,0,...
2021,Clarington,2021A00053518017,Total - Residence on or off reserve,One-census-family household without additional persons: one-parent family,Confidence interval lower bound of number of private households,Not applicable,2369.1.7.2.5,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
2021,Clarington,2021A00053518017,Total - Residence on or off reserve,One-census-family household without additional persons: one-parent family,Confidence interval upper bound of number of private households,Total - Shelter-cost-to-income ratio,2369.1.7.3.1,3363,,2545,,1931,,697,,942,,103,,851,,0,...
2021,Clarington,2021A00053518017,Total - Residence on or off reserve,One-census-family household without additional persons: one-parent family,Confidence interval upper bound of number of private households,Spending less than 30% of income on shelter costs,2369.1.7.3.2,2276,,1830,,1245,,662,,503,,84,,415,,0,...
2021,Clarington,2021A00053518017,Total - Residence on or off reserve,One-census-family household without additional persons: one-parent family,Confidence interval upper bound of number of private households,Spending 30% or more of income on shelter costs,2369.1.7.3.3,1227,,793,,770,,62,,498,,0,...,483,,0,...
2021,Clarington,2021A00053518017,Total - Residence on or off reserve,One-census-family household without additional persons: one-parent family,Confidence interval upper bound of number of private households,30% to less than 100%,2369.1.7.3.4,1182,,763,,717,,62,,500,,0,...,473,,0,...
2021,Clarington,2021A00053518017,Total - Residence on or off reserve,One-census-family household without additional persons: one-parent family,Confidence interval upper bound of number of private households,Not applicable,2369.1.7.3.5,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
2021,Clarington,2021A00053518017,Total - Residence on or off reserve,Other census family households,Number of private households,Total - Shelter-cost-to-income ratio,2369.1.8.1.1,3410,,2930,,2420,,515,,480,,0,,470,,0,
2021,Clarington,2021A00053518017,Total - Residence on or off reserve,Other census family households,Number of private households,Spending less than 30% of income on shelter costs,2369.1.8.1.2,3055,,2650,,2145,,505,,400,,0,,395,,0,
2021,Clarington,2021A00053518017,Total - Residence on or off reserve,Other census family households,Number of private households,Spending 30% or more of income on shelter costs,2369.1.8.1.3,355,,280,,275,,0,,75,,0,,75,,0,
2021,Clarington,2021A00053518017,Total - Residence on or off reserve,Other census family households,Number of private households,30% to less than 100%,2369.1.8.1.4,340,,270,,265,,0,,70,,0,,70,,0,
2021,Clarington,2021A00053518017,Total - Residence on or off reserve,Other census family households,Number of private households,Not applicable,2369.1.8.1.5,0,,0,,0,,0,,0,,0,,0,,0,
2021,Clarington,2021A00053518017,Total - Residence on or off reserve,Other census family households,Confidence interval lower bound of number of private households,Total - Shelter-cost-to-income ratio,2369.1.8.2.1,3290,,2810,,2301,,448,,397,,0,...,387,,0,...
2021,Clarington,2021A00053518017,Total - Residence on or off reserve,Other census family households,Confidence interval lower bound of number of private households,Spending less than 30% of income on shelter costs,2369.1.8.2.2,2935,,2550,,2046,,430,,318,,0,...,313,,0,...
2021,Clarington,2021A00053518017,Total - Residence on or off reserve,Other census family households,Confidence interval lower bound of number of private households,Spending 30% or more of income on shelter costs,2369.1.8.2.3,291,,217,,220,,0,...,50,,0,...,50,,0,...
2021,Clarington,2021A00053518017,Total - Residence on or off reserve,Other census family households,Confidence interval lower bound of number of private households,30% to less than 100%,2369.1.8.2.4,276,,215,,211,,0,...,52,,0,...,52,,0,...
2021,Clarington,2021A00053518017,Total - Residence on or off reserve,Other census family households,Confidence interval lower bound of number of private households,Not applicable,2369.1.8.2.5,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
2021,Clarington,2021A00053518017,Total - Residence on or off reserve,Other census family households,Confidence interval upper bound of number of private households,Total - Shelter-cost-to-income ratio,2369.1.8.3.1,3534,,3055,,2545,,591,,581,,0,...,571,,0,...
2021,Clarington,2021A00053518017,Total - Residence on or off reserve,Other census family households,Confidence interval upper bound of number of private households,Spending less than 30% of income on shelter costs,2369.1.8.3.2,3180,,2754,,2249,,593,,503,,0,...,498,,0,...
2021,Clarington,2021A00053518017,Total - Residence on or off reserve,Other census family households,Confidence interval upper bound of number of private households,Spending 30% or more of income on shelter costs,2369.1.8.3.3,434,,361,,343,,0,...,112,,0,...,112,,0,...
2021,Clarington,2021A00053518017,Total - Residence on or off reserve,Other census family households,Confidence interval upper bound of number of private households,30% to less than 100%,2369.1.8.3.4,419,,338,,334,,0,...,94,,0,...,94,,0,...
2021,Clarington,2021A00053518017,Total - Residence on or off reserve,Other census family households,Confidence interval upper bound of number of private households,Not applicable,2369.1.8.3.5,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
2021,Clarington,2021A00053518017,Total - Residence on or off reserve,Non-census-family households,Number of private households,Total - Shelter-cost-to-income ratio,2369.1.9.1.1,7350,,5210,,2895,,2315,,2150,,215,,1925,,0,
2021,Clarington,2021A00053518017,Total - Residence on or off reserve,Non-census-family households,Number of private households,Spending less than 30% of income on shelter costs,2369.1.9.1.2,4745,,3730,,1740,,1980,,1020,,120,,890,,0,
2021,Clarington,2021A00053518017,Total - Residence on or off reserve,Non-census-family households,Number of private households,Spending 30% or more of income on shelter costs,2369.1.9.1.3,2565,,1455,,1125,,325,,1115,,95,,1020,,0,
2021,Clarington,2021A00053518017,Total - Residence on or off reserve,Non-census-family households,Number of private households,30% to less than 100%,2369.1.9.1.4,2250,,1255,,960,,295,,995,,90,,905,,0,
2021,Clarington,2021A00053518017,Total - Residence on or off reserve,Non-census-family households,Number of private households,Not applicable,2369.1.9.1.5,40,,25,,20,,0,,0,,0,,0,,0,
2021,Clarington,2021A00053518017,Total - Residence on or off reserve,Non-census-family households,Confidence interval lower bound of number of private households,Total - Shelter-cost-to-income ratio,2369.1.9.2.1,7289,,5069,,2756,,2177,,2022,,178,,1807,,0,...
2021,Clarington,2021A00053518017,Total - Residence on or off reserve,Non-census-family households,Confidence interval lower bound of number of private households,Spending less than 30% of income on shelter costs,2369.1.9.2.2,4614,,3571,,1632,,1852,,923,,101,,803,,0,...
2021,Clarington,2021A00053518017,Total - Residence on or off reserve,Non-census-family households,Confidence interval lower bound of number of private households,Spending 30% or more of income on shelter costs,2369.1.9.2.3,2436,,1328,,1018,,269,,1036,,77,,942,,0,...
2021,Clarington,2021A00053518017,Total - Residence on or off reserve,Non-census-family households,Confidence interval lower bound of number of private households,30% to less than 100%,2369.1.9.2.4,2102,,1111,,836,,232,,907,,64,,827,,0,...
2021,Clarington,2021A00053518017,Total - Residence on or off reserve,Non-census-family households,Confidence interval lower bound of number of private households,Not applicable,2369.1.9.2.5,24,,11,,8,,0,...,0,...,0,...,0,...,0,...
2021,Clarington,2021A00053518017,Total - Residence on or off reserve,Non-census-family households,Confidence interval upper bound of number of private households,Total - Shelter-cost-to-income ratio,2369.1.9.3.1,7411,,5355,,3041,,2462,,2287,,260,,2051,,0,...
2021,Clarington,2021A00053518017,Total - Residence on or off reserve,Non-census-family households,Confidence interval upper bound of number of private households,Spending less than 30% of income on shelter costs,2369.1.9.3.2,4879,,3897,,1856,,2117,,1127,,142,,987,,0,...
2021,Clarington,2021A00053518017,Total - Residence on or off reserve,Non-census-family households,Confidence interval upper bound of number of private households,Spending 30% or more of income on shelter costs,2369.1.9.3.3,2701,,1594,,1243,,392,,1200,,118,,1105,,0,...
2021,Clarington,2021A00053518017,Total - Residence on or off reserve,Non-census-family households,Confidence interval upper bound of number of private households,30% to less than 100%,2369.1.9.3.4,2408,,1417,,1102,,375,,1091,,126,,990,,0,...
2021,Clarington,2021A00053518017,Total - Residence on or off reserve,Non-census-family households,Confidence interval upper bound of number of private households,Not applicable,2369.1.9.3.5,66,,55,,53,,0,...,0,...,0,...,0,...,0,...
2021,Clarington,2021A00053518017,On reserve,Total - Household type including family structure,Number of private households,Total - Shelter-cost-to-income ratio,2369.2.1.1.1,0,,0,,0,,0,,0,,0,,0,,0,
2021,Clarington,2021A00053518017,On reserve,Total - Household type including family structure,Number of private households,Spending less than 30% of income on shelter costs,2369.2.1.1.2,0,,0,,0,,0,,0,,0,,0,,0,
2021,Clarington,2021A00053518017,On reserve,Total - Household type including family structure,Number of private households,Spending 30% or more of income on shelter costs,2369.2.1.1.3,0,,0,,0,,0,,0,,0,,0,,0,
2021,Clarington,2021A00053518017,On reserve,Total - Household type including family structure,Number of private households,30% to less than 100%,2369.2.1.1.4,0,,0,,0,,0,,0,,0,,0,,0,
2021,Clarington,2021A00053518017,On reserve,Total - Household type including family structure,Number of private households,Not applicable,2369.2.1.1.5,0,,0,,0,,0,,0,,0,,0,,0,
2021,Clarington,2021A00053518017,On reserve,Total - Household type including family structure,Confidence interval lower bound of number of private households,Total - Shelter-cost-to-income ratio,2369.2.1.2.1,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
2021,Clarington,2021A00053518017,On reserve,Total - Household type including family structure,Confidence interval lower bound of number of private households,Spending less than 30% of income on shelter costs,2369.2.1.2.2,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
2021,Clarington,2021A00053518017,On reserve,Total - Household type including family structure,Confidence interval lower bound of number of private households,Spending 30% or more of income on shelter costs,2369.2.1.2.3,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
